,host_name,host_since,host_since,neighbourhood,property_type,room_type,price
3191,YOTEL Boston,2024-01-29,2024-01-29,,Room in hotel,Private room,$338.00
3192,YOTEL Boston,2024-01-29,2024-01-29,,Room in hotel,Private room,
3193,Jonathan,2023-09-25,2023-09-25,,Private room in rental unit,Private room,$60.00
3194,Daniel,2017-09-19,2017-09-19,Neighborhood highlights,Entire townhouse,Entire home/apt,$710.00
3195,Zeki,2014-05-06,2014-05-06,,Private room in home,Private room,$67.00
3196,Michael,2020-12-21,2020-12-21,,Entire condo,Entire home/apt,$180.00
3197,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,
3198,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$304.00
3199,Cynthia,2014-04-08,2014-04-08,Neighborhood highlights,Entire rental unit,Entire home/apt,$155.00
3200,Sean,2020-12-31,2020-12-31,Neighborhood highlights,Entire rental unit,Entire home/apt,$211.00
3201,Paige,2020-01-27,2020-01-27,Neighborhood highlights,Entire rental unit,Entire home/apt,$300.00
3202,Justin And Mandy,2021-06-28,2021-06-28,Neighborhood highlights,Entire rental unit,Entire home/apt,$195.00
3203,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$258.00
3204,Ehab,2016-08-11,2016-08-11,,Private room in rental unit,Private room,$57.00
3205,Adam,2017-12-23,2017-12-23,,Entire rental unit,Entire home/apt,$500.00
3206,K,2024-02-04,2024-02-04,,Entire home,Entire home/apt,
3207,K,2024-02-04,2024-02-04,,Private room in home,Private room,
3208,Jeana,2018-09-23,2018-09-23,Neighborhood highlights,Private room in home,Private room,$79.00
3209,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,
3210,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$332.00
3211,Paige,2020-01-27,2020-01-27,Neighborhood highlights,Entire rental unit,Entire home/apt,$290.00
3212,Boston Harbor WaterFront Rentals,2024-02-07,2024-02-07,Neighborhood highlights,Houseboat,Entire home/apt,$336.00
3213,Boston Harbor WaterFront Rentals,2024-02-07,2024-02-07,Neighborhood highlights,Boat,Entire home/apt,$448.00
3214,Paige,2020-01-27,2020-01-27,Neighborhood highlights,Entire rental unit,Entire home/apt,$283.00
3215,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$296.00
3216,Revere Hotel,2023-10-27,2023-10-27,,Room in hotel,Private room,
3217,Revere Hotel,2023-10-27,2023-10-27,,Room in hotel,Private room,
3218,Revere Hotel,2023-10-27,2023-10-27,,Room in hotel,Private room,
3219,Revere Hotel,2023-10-27,2023-10-27,,Room in hotel,Private room,
3220,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$422.00
3221,Jay,2016-05-17,2016-05-17,,Entire rental unit,Entire home/apt,$179.00
3222,The Dagny,2024-01-11,2024-01-11,,Room in hotel,Private room,
3223,The Dagny,2024-01-11,2024-01-11,,Room in hotel,Private room,
3224,The Dagny,2024-01-11,2024-01-11,,Room in hotel,Private room,
3225,The Dagny,2024-01-11,2024-01-11,,Room in hotel,Private room,
3226,The Dagny,2024-01-11,2024-01-11,,Room in hotel,Private room,
3227,The Dagny,2024-01-11,2024-01-11,,Room in hotel,Private room,
3228,The Dagny,2024-01-11,2024-01-11,,Room in hotel,Private room,
3229,The Dagny,2024-01-11,2024-01-11,,Room in hotel,Private room,
3230,Sofia,2020-12-17,2020-12-17,,Entire rental unit,Entire home/apt,$180.00
3231,Liya,2020-10-28,2020-10-28,,Entire rental unit,Entire home/apt,$180.00
3232,Loan,2024-02-20,2024-02-20,,Entire home,Entire home/apt,$226.00
3233,Evan,2016-05-17,2016-05-17,,Private room in home,Private room,
3234,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3235,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,$188.00
3236,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3237,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3238,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3239,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3240,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3241,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3242,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3243,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3244,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,$221.00
3245,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3246,The Revolution Hotel,2023-11-06,2023-11-06,,Room in hotel,Private room,
3247,Gabi,2015-01-12,2015-01-12,Neighborhood highlights,Private room in rental unit,Private room,$118.00
3248,Global Luxury Suites,2015-03-30,2015-03-30,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
3249,Adam,2017-12-23,2017-12-23,,Entire rental unit,Entire home/apt,$464.00
3250,Lee,2018-11-27,2018-11-27,,Entire rental unit,Entire home/apt,$200.00
3251,Marina,2016-03-09,2016-03-09,Neighborhood highlights,Entire rental unit,Entire home/apt,$713.00
3252,Ruben,2012-12-10,2012-12-10,,Private room in rental unit,Private room,$72.00
3253,Alexandra,2024-02-21,2024-02-21,,Room in hotel,Private room,
3254,Alexandra,2024-02-21,2024-02-21,,Room in hotel,Private room,
3255,Alexandra,2024-02-21,2024-02-21,,Room in hotel,Private room,
3256,Alexandra,2024-02-21,2024-02-21,,Room in hotel,Private room,
3257,Alexandra,2024-02-21,2024-02-21,,Room in hotel,Private room,
3258,Alexandra,2024-02-21,2024-02-21,,Room in hotel,Private room,
3259,Kama,2015-04-16,2015-04-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$234.00
3260,Carolyn,2017-08-07,2017-08-07,,Private room in home,Private room,$143.00
3261,Jesse,2016-04-10,2016-04-10,,Entire home,Entire home/apt,$296.00
3262,Battery Wharf Hotel Boston Wat,2024-03-05,2024-03-05,,Room in hotel,Private room,
3263,Battery Wharf Hotel Boston Wat,2024-03-05,2024-03-05,,Room in hotel,Private room,
3264,Battery Wharf Hotel Boston Wat,2024-03-05,2024-03-05,,Room in hotel,Private room,
3265,Battery Wharf Hotel Boston Wat,2024-03-05,2024-03-05,,Room in hotel,Private room,
3266,Battery Wharf Hotel Boston Wat,2024-03-05,2024-03-05,,Room in hotel,Private room,
3267,Battery Wharf Hotel Boston Wat,2024-03-05,2024-03-05,,Room in hotel,Private room,
3268,Battery Wharf Hotel Boston Wat,2024-03-05,2024-03-05,,Room in hotel,Private room,
3269,Battery Wharf Hotel Boston Wat,2024-03-05,2024-03-05,,Room in hotel,Private room,
3270,Battery Wharf Hotel Boston Wat,2024-03-05,2024-03-05,,Room in hotel,Private room,
3271,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$332.00
3272,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$399.00
3273,Alice,2016-05-30,2016-05-30,,Private room in home,Private room,$69.00
3274,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$245.00
3275,Elnedis,2016-07-06,2016-07-06,,Entire condo,Entire home/apt,$389.00
3276,Laurence,2023-04-05,2023-04-05,,Entire rental unit,Entire home/apt,$192.00
3277,Taskin,2014-05-05,2014-05-05,,Private room in home,Private room,$78.00
3278,Jonathan,2014-05-27,2014-05-27,,Entire rental unit,Entire home/apt,$186.00
3279,Delanda,2013-03-12,2013-03-12,,Entire rental unit,Entire home/apt,$214.00
3280,Solomon,2018-02-22,2018-02-22,,Private room in rental unit,Private room,$82.00
3281,Andrew,2018-01-04,2018-01-04,,Entire condo,Entire home/apt,$182.00
3282,Daniel,2017-06-26,2017-06-26,Neighborhood highlights,Entire rental unit,Entire home/apt,$219.00
3283,Naveen,2021-07-30,2021-07-30,Neighborhood highlights,Entire rental unit,Entire home/apt,$288.00
3284,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$362.00
3285,The Newbury Boston,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,
3286,The Newbury Boston,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,$436.00
3287,The Newbury Boston,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,$486.00
3288,The Newbury Boston,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,$472.00
3289,Sophia,2019-09-25,2019-09-25,Neighborhood highlights,Private room in rental unit,Private room,$61.00
3290,Sophia,2019-09-25,2019-09-25,,Private room in rental unit,Private room,$57.00
3291,Sophia,2019-09-25,2019-09-25,,Private room in rental unit,Private room,
3292,Sophia,2019-09-25,2019-09-25,,Private room in rental unit,Private room,
3293,Sonder (Boston),2018-11-08,2018-11-08,Neighborhood highlights,Entire rental unit,Entire home/apt,$375.00
3294,Temple Place,2018-07-26,2018-07-26,,Private room in rental unit,Private room,
3295,Sonder (Boston),2018-11-08,2018-11-08,Neighborhood highlights,Entire rental unit,Entire home/apt,$968.00
3296,Tra My,2023-02-20,2023-02-20,Neighborhood highlights,Entire home,Entire home/apt,$649.00
3297,Tra My,2023-02-20,2023-02-20,,Private room in home,Private room,
3298,Tra My,2023-02-20,2023-02-20,,Private room in home,Private room,
3299,Tra My,2023-02-20,2023-02-20,,Private room in home,Private room,
3300,Tra My,2023-02-20,2023-02-20,,Private room in home,Private room,
3301,Hilton Boston Back Bay,2024-03-19,2024-03-19,,Room in hotel,Private room,
3302,Seaport Hotel Boston,2024-03-19,2024-03-19,,Room in hotel,Private room,$456.00
3303,Jade,2015-08-09,2015-08-09,,Entire rental unit,Entire home/apt,$90.00
3304,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$313.00
3305,Brian,2013-06-23,2013-06-23,,Entire condo,Entire home/apt,
3306,Sean,2016-07-19,2016-07-19,Neighborhood highlights,Private room in rental unit,Private room,
3307,Williston,2016-06-11,2016-06-11,,Entire rental unit,Entire home/apt,$243.00
3308,Matthew Brenden,2014-11-24,2014-11-24,,Entire home,Entire home/apt,$357.00
3309,Kayleigh,2016-03-23,2016-03-23,,Entire rental unit,Entire home/apt,$203.00
3310,Studio Allston Hotel,2024-03-07,2024-03-07,Neighborhood highlights,Room in hotel,Private room,$192.00
3311,Studio Allston Hotel,2024-03-07,2024-03-07,Neighborhood highlights,Room in hotel,Private room,$244.00
3312,Studio Allston Hotel,2024-03-07,2024-03-07,Neighborhood highlights,Room in hotel,Private room,$288.00
3313,Studio Allston Hotel,2024-03-07,2024-03-07,Neighborhood highlights,Room in hotel,Private room,
3314,Studio Allston Hotel,2024-03-07,2024-03-07,Neighborhood highlights,Room in hotel,Private room,$296.00
3315,Studio Allston Hotel,2024-03-07,2024-03-07,Neighborhood highlights,Room in hotel,Private room,$213.00
3316,Naveen,2021-07-30,2021-07-30,Neighborhood highlights,Entire rental unit,Entire home/apt,$148.00
3317,Jade,2015-08-09,2015-08-09,,Entire rental unit,Entire home/apt,$93.00
3318,Naveen,2021-07-30,2021-07-30,Neighborhood highlights,Entire rental unit,Entire home/apt,$152.00
3319,Taibou,2020-11-01,2020-11-01,,Entire rental unit,Entire home/apt,$126.00
3320,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$208.00
3321,Jonathan,2014-12-02,2014-12-02,,Private room in home,Private room,
3322,Marina,2016-03-09,2016-03-09,Neighborhood highlights,Entire rental unit,Entire home/apt,$469.00
3323,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,
3324,Beacon Hill Hotel,2024-04-02,2024-04-02,,Room in hotel,Private room,
3325,Beacon Hill Hotel,2024-04-02,2024-04-02,,Room in hotel,Private room,
3326,Beacon Hill Hotel,2024-04-02,2024-04-02,,Room in hotel,Private room,$559.00
3327,Beacon Hill Hotel,2024-04-02,2024-04-02,,Room in hotel,Private room,
3328,Beacon Hill Hotel,2024-04-02,2024-04-02,,Room in hotel,Private room,
3329,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,
3330,Jodie,2017-05-17,2017-05-17,,Entire rental unit,Entire home/apt,$226.00
3331,Jodie,2017-05-17,2017-05-17,,Entire rental unit,Entire home/apt,$144.00
3332,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$453.00
3333,Bay Village,2019-02-21,2019-02-21,Neighborhood highlights,Private room in rental unit,Private room,$111.00
3334,Adam,2017-12-23,2017-12-23,,Entire rental unit,Entire home/apt,$689.00
3335,Adam,2017-12-23,2017-12-23,,Entire rental unit,Entire home/apt,
3336,Megann,2014-09-02,2014-09-02,,Entire rental unit,Entire home/apt,$243.00
3337,Paul,2016-08-10,2016-08-10,Neighborhood highlights,Entire rental unit,Entire home/apt,$367.00
3338,Xiaoyou,2022-05-08,2022-05-08,,Private room in home,Private room,$49.00
3339,Tra My,2023-02-20,2023-02-20,,Entire home,Entire home/apt,$808.00
3340,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$275.00
3341,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$275.00
3342,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$255.00
3343,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$259.00
3344,Maria,2018-12-16,2018-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,
3345,Liya,2020-10-28,2020-10-28,,Entire rental unit,Entire home/apt,$185.00
3346,Alexes,2017-02-07,2017-02-07,,Private room in home,Private room,$109.00
3347,Kama,2015-04-16,2015-04-16,Neighborhood highlights,Entire rental unit,Entire home/apt,
3348,The Newbury Boston,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,
3349,The Newbury Boston,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,$717.00
3350,The Newbury Boston,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,$960.00
3351,The Newbury Boston,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,$946.00
3352,The Newbury Boston,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,"$1,156.00"
3353,Club Quarters Hotel Faneuil Ha,2024-04-11,2024-04-11,,Room in hotel,Private room,
3354,Club Quarters Hotel Faneuil Ha,2024-04-11,2024-04-11,,Room in hotel,Private room,
3355,Club Quarters Hotel Faneuil Ha,2024-04-11,2024-04-11,,Room in hotel,Private room,
3356,Club Quarters Hotel Faneuil Ha,2024-04-11,2024-04-11,,Room in hotel,Private room,
3357,Naveen,2021-07-30,2021-07-30,,Entire rental unit,Entire home/apt,$138.00
3358,Jessy And Diego,2015-10-27,2015-10-27,,Entire rental unit,Entire home/apt,$353.00
3359,Peter,2024-04-14,2024-04-14,,Entire rental unit,Entire home/apt,$630.00
3360,Emmanuel,2018-12-04,2018-12-04,,Entire condo,Entire home/apt,
3361,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$275.00
3362,J Lucky,2023-02-19,2023-02-19,,Private room in home,Private room,$103.00
3363,J Lucky,2023-02-19,2023-02-19,,Private room in home,Private room,$68.00
3364,J Lucky,2023-02-19,2023-02-19,,Private room in home,Private room,$61.00
3365,Peter,2024-04-14,2024-04-14,,Entire rental unit,Entire home/apt,"$1,043.00"
3366,Peter,2024-04-14,2024-04-14,,Entire rental unit,Entire home/apt,$786.00
3367,Peter,2024-04-14,2024-04-14,,Entire rental unit,Entire home/apt,$722.00
3368,Peter,2024-04-14,2024-04-14,,Entire rental unit,Entire home/apt,"$1,065.00"
3369,Studio Allston Hotel,2024-03-07,2024-03-07,Neighborhood highlights,Room in hotel,Private room,$309.00
3370,Studio Allston Hotel,2024-03-07,2024-03-07,Neighborhood highlights,Room in hotel,Private room,$296.00
3371,Studio Allston Hotel,2024-03-07,2024-03-07,Neighborhood highlights,Room in hotel,Private room,$192.00
3372,The Verb Hotel,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,$244.00
3373,The Verb Hotel,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,
3374,The Verb Hotel,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,$244.00
3375,The Verb Hotel,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,
3376,The Verb Hotel,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,$260.00
3377,The Verb Hotel,2024-03-12,2024-03-12,Neighborhood highlights,Room in hotel,Private room,$260.00
3378,Victoria,2024-03-28,2024-03-28,,Entire home,Entire home/apt,$252.00
3379,Naveen,2021-07-30,2021-07-30,Neighborhood highlights,Entire rental unit,Entire home/apt,$241.00
3380,Mohammed,2014-09-02,2014-09-02,,Private room in rental unit,Private room,$79.00
3381,J Lucky,2023-02-19,2023-02-19,,Private room in home,Private room,
3382,Francis,2015-06-01,2015-06-01,,Private room in home,Private room,$71.00
3383,J Lucky,2023-02-19,2023-02-19,,Private room in home,Private room,$74.00
3384,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$260.00
3385,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$320.00
3386,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$250.00
3387,Francis,2015-06-01,2015-06-01,,Private room in home,Private room,$85.00
3388,Greg,2023-06-08,2023-06-08,,Entire rental unit,Entire home/apt,$839.00
3389,Jean- Luc,2020-08-12,2020-08-12,,Entire rental unit,Entire home/apt,$104.00
3390,Francis,2015-06-01,2015-06-01,,Private room in home,Private room,$86.00
3391,Francis,2015-06-01,2015-06-01,,Private room in home,Private room,$85.00
3392,Jesus,2016-02-03,2016-02-03,,Entire rental unit,Entire home/apt,$136.00
3393,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$235.00
3394,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$230.00
3395,Kathleen,2018-05-23,2018-05-23,,Private room in condo,Private room,$135.00
3396,Naveen,2021-07-30,2021-07-30,Neighborhood highlights,Entire rental unit,Entire home/apt,$185.00
3397,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,048.00"
3398,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3399,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,000.00"
3400,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3401,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,000.00"
3402,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3403,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,096.00"
3404,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3405,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,000.00"
3406,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3407,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3408,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,000.00"
3409,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3410,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3411,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3412,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,000.00"
3413,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,000.00"
3414,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3415,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,000.00"
3416,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3417,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,191.00"
3418,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3419,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,
3420,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3421,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3422,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,000.00"
3423,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,000.00"
3424,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,096.00"
3425,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,144.00"
3426,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3427,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$50,000.00"
3428,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,
3429,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3430,RoomPicks,2023-02-20,2023-02-20,Neighborhood highlights,Room in hotel,Hotel room,"$40,000.00"
3431,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$293.00
3432,Paul,2016-08-10,2016-08-10,,Entire rental unit,Entire home/apt,$180.00
3433,Ryan,2024-05-02,2024-05-02,,Entire rental unit,Entire home/apt,
3434,Sophia,2019-09-25,2019-09-25,,Private room in rental unit,Private room,
3435,Sophia,2019-09-25,2019-09-25,,Private room in rental unit,Private room,
3436,Adam,2017-12-23,2017-12-23,,Entire rental unit,Entire home/apt,$689.00
3437,Lale,2019-01-15,2019-01-15,,Private room in home,Private room,$122.00
3438,Ankita,2022-05-08,2022-05-08,,Private room in bed and breakfast,Private room,$133.00
3439,Daryl,2015-04-12,2015-04-12,,Entire rental unit,Entire home/apt,$140.00
3440,Adam,2017-12-23,2017-12-23,,Entire rental unit,Entire home/apt,$804.00
3441,Paul,2016-08-10,2016-08-10,,Entire rental unit,Entire home/apt,$331.00
3442,Lale,2019-01-15,2019-01-15,,Private room in home,Private room,$122.00
3443,Naveen,2021-07-30,2021-07-30,Neighborhood highlights,Entire rental unit,Entire home/apt,$138.00
3444,Naveen,2021-07-30,2021-07-30,Neighborhood highlights,Entire rental unit,Entire home/apt,$200.00
3445,Foster,2023-07-28,2023-07-28,,Entire rental unit,Entire home/apt,$251.00
3446,Michael,2011-08-03,2011-08-03,,Entire rental unit,Entire home/apt,$132.00
3447,Paige,2020-01-27,2020-01-27,Neighborhood highlights,Entire rental unit,Entire home/apt,$245.00
3448,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$275.00
3449,The Westin Boston Seaport Dist,2024-03-14,2024-03-14,,Room in hotel,Private room,
3450,Sean,2016-07-19,2016-07-19,,Private room in condo,Private room,$54.00
3451,Lynda,2016-04-27,2016-04-27,,Entire rental unit,Entire home/apt,$357.00
3452,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,
3453,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$276.00
3454,Mandana,2019-02-24,2019-02-24,,Entire rental unit,Entire home/apt,$224.00
3455,Yi-Hsuan,2024-05-19,2024-05-19,,Entire condo,Entire home/apt,$439.00
3456,Gustavo,2020-03-18,2020-03-18,,Entire rental unit,Entire home/apt,$270.00
3457,William,2017-10-09,2017-10-09,,Private room in home,Private room,
3458,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$204.00
3459,Foster,2023-07-28,2023-07-28,Neighborhood highlights,Entire rental unit,Entire home/apt,$290.00
3460,Paul,2016-08-10,2016-08-10,Neighborhood highlights,Entire rental unit,Entire home/apt,
3461,Paul,2016-08-10,2016-08-10,,Entire rental unit,Entire home/apt,$201.00
3462,Jeana,2018-09-23,2018-09-23,,Private room in home,Private room,$68.00
3463,Ivan,2022-12-26,2022-12-26,,Entire rental unit,Entire home/apt,$170.00
3464,Solomon,2018-02-22,2018-02-22,,Private room in rental unit,Private room,$63.00
3465,Viktoria,2016-03-14,2016-03-14,,Entire rental unit,Entire home/apt,$293.00
3466,StayNue,2012-05-12,2012-05-12,,Private room in rental unit,Private room,$38.00
3467,StayNue,2012-05-12,2012-05-12,,Private room in rental unit,Private room,
3468,Thinh,2024-05-25,2024-05-25,,Entire rental unit,Entire home/apt,$197.00
3469,Compass,2014-09-02,2014-09-02,,Entire serviced apartment,Entire home/apt,
3470,Juliana,2024-05-28,2024-05-28,,Private room in rental unit,Private room,$73.00
3471,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,
3472,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$384.00
3473,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$297.00
3474,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$297.00
3475,Furnished Quarters,2014-10-14,2014-10-14,,Entire rental unit,Entire home/apt,$365.00
3476,Angelique,2019-02-27,2019-02-27,,Entire rental unit,Entire home/apt,$187.00
3477,Mahmut,2019-01-23,2019-01-23,,Private room in home,Private room,$70.00
3478,Maverick,2014-10-09,2014-10-09,Neighborhood highlights,Entire rental unit,Entire home/apt,$173.00
3479,Juliana,2024-05-28,2024-05-28,,Private room in home,Private room,$80.00
3480,Juliana,2024-05-28,2024-05-28,,Private room in home,Private room,$76.00
3481,Juliana,2024-05-28,2024-05-28,,Private room in home,Private room,$78.00
3482,Ana F,2022-02-14,2022-02-14,,Entire rental unit,Entire home/apt,$214.00
3483,StayNue,2012-05-12,2012-05-12,,Private room in rental unit,Private room,
3484,StayNue,2012-05-12,2012-05-12,,Private room in rental unit,Private room,$112.00
3485,Pamela,2022-07-18,2022-07-18,Neighborhood highlights,Entire home,Entire home/apt,$411.00
3486,Humayun,2021-02-12,2021-02-12,,Entire rental unit,Entire home/apt,$154.00
3487,Justin And Mandy,2021-06-28,2021-06-28,Neighborhood highlights,Entire rental unit,Entire home/apt,$164.00
3488,Adam,2017-12-23,2017-12-23,,Entire rental unit,Entire home/apt,$409.00
3489,Alex,2016-12-19,2016-12-19,,Entire rental unit,Entire home/apt,
3490,Gabriel,2018-08-21,2018-08-21,,Entire rental unit,Entire home/apt,$428.00
3491,Jodie,2017-05-17,2017-05-17,,Entire rental unit,Entire home/apt,$527.00
3492,Alix,2013-07-23,2013-07-23,,Private room in home,Private room,$86.00
3493,Donnell,2018-01-14,2018-01-14,,Entire home,Entire home/apt,$299.00
3494,Milo,2011-08-17,2011-08-17,,Entire home,Entire home/apt,$401.00
3495,Stacey,2014-11-02,2014-11-02,,Entire rental unit,Entire home/apt,
3496,Mohammed Radi,2018-08-29,2018-08-29,,Entire rental unit,Entire home/apt,$290.00
